key	eco	name_fr	name_en
e4 e5 f4 d5 exd5 e4 Nc3 Nf6 Qe2	C31	Gambit du roi refusé : Contre-gambit Falkbeer, Variante Rubinstein	King's Gambit Declined: Falkbeer Countergambit, Rubinstein Variation
e4 e5 f4 d5 exd5 e4 d3 Nf6 Nd2	C32	Gambit du roi refusé : Contre-gambit Falkbeer, Gambit Charousek, Variante Keres	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Keres Variation
e4 e5 f4 d5 exd5 e4 d3 Nf6 Qe2	C32	Gambit du roi refusé : Contre-gambit Falkbeer, Gambit Charousek, ancienne ligne	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Old Line
e4 e5 f4 d5 exd5 e4 d3 Nf6 dxe4	C32	Gambit du roi refusé : Contre-gambit Falkbeer, Charousek gambit accepté	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit Accepted
e4 e5 f4 exf4 Bc4 Nf6 Nc3 Bb4 e5	C33	Gambit du roi accepté : Gambit fou's, Attaque Paulsen	King's Gambit Accepted: Bishop's Gambit, Paulsen Attack
e4 e5 f4 exf4 Bc4 Qh4 Kf1 g5 Qf3	C33	Gambit du roi accepté : Gambit fou's, Défense classique, Attaque Cozio	King's Gambit Accepted: Bishop's Gambit, Classical Defense, Cozio Attack
e4 e5 f4 exf4 Nf3 Be7 Bc4 Bh4 g3	C35	Gambit du roi accepté : Défense Cunningham, Gambit Bertin	King's Gambit Accepted: Cunningham Defense, Bertin Gambit
e4 e5 f4 exf4 Nf3 Nf6 e5 Nh5 g4	C34	Gambit du roi accepté : Défense Schallopp, Attaque Tashkent	King's Gambit Accepted: Schallopp Defense, Tashkent Attack
e4 e5 f4 exf4 Nf3 d6 d4 Nf6 Bd3	C34	Gambit du roi accepté : Défense Fischer, Variante espagnole	King's Gambit Accepted: Fischer Defense, Spanish Variation
e4 e5 f4 exf4 Nf3 g5 Bc4 Bg7 O-O	C38	Gambit du roi accepté : Gambit Hanstein	King's Gambit Accepted: Hanstein Gambit
e4 e5 f4 exf4 Nf3 g5 Bc4 Bg7 h4	C38	Gambit du roi accepté : Gambit Philidor	King's Gambit Accepted: Philidor Gambit
e4 e5 f4 exf4 Nf3 g5 Bc4 g4 Bxf7	C37	Gambit du roi accepté : Gambit Lolli	King's Gambit Accepted: Lolli Gambit
e4 e5 f4 exf4 Nf3 g5 Bc4 g4 Nc3	C37	Gambit du roi accepté : Gambit McDonnell	King's Gambit Accepted: McDonnell Gambit
e4 e5 f4 exf4 Nf3 g5 Bc4 g4 Ne5	C37	Gambit du roi accepté : Gambit Salvio	King's Gambit Accepted: Salvio Gambit
e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O	C37	Gambit du roi accepté : Gambit Muzio, Gambit Wild Muzio	King's Gambit Accepted: Muzio Gambit, Wild Muzio Gambit
e4 e5 f4 exf4 Nf3 g5 Bc4 g4 d4	C37	Gambit du roi accepté : Gambit Ghulam-Kassim	King's Gambit Accepted: Ghulam-Kassim Gambit
e4 e5 f4 exf4 Nf3 g5 Bc4 g4 h4	C37	Gambit du roi accepté : Gambit Australian	King's Gambit Accepted: Australian Gambit
e4 e5 f4 exf4 Nf3 g5 d4 g4 Bxf4	C37	Gambit du roi accepté : Gambit Rosentreter, Variante Testa	King's Gambit Accepted: Rosentreter Gambit, Testa Variation
e4 e5 f4 exf4 Nf3 g5 d4 g4 Nc3	C37	Gambit du roi accepté : Gambit Rosentreter, Gambit Sörensen	King's Gambit Accepted: Rosentreter Gambit, Sörensen Gambit
e4 e5 f4 exf4 Nf3 g5 d4 g4 Ne5	C37	Gambit du roi accepté : Gambit Sörensen	King's Gambit Accepted: Sörensen Gambit
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5	C39	Gambit du roi accepté : Gambit Kieseritzky	King's Gambit Accepted: Kieseritzky Gambit
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ng5	C39	Gambit du roi accepté : Gambit Allgaier	King's Gambit Accepted: Allgaier Gambit
e4 e6 d3 d5 Nd2 Nf6 Ngf3 Nc6 Be2	C00	Défense française : Formation inversée Philidor	French Defense: Reversed Philidor Formation
e4 e6 d4 d5 Nc3 Bb4 Bd2 Ne7 Nb1	C15	Défense française : Variante Winawer, Variante Fingerslip, Schwarz's ligne	French Defense: Winawer Variation, Fingerslip Variation, Schwarz's Line
e4 e6 d4 d5 Nc3 Bb4 Ne2 Nf6 Bg5	C15	Défense française : Variante McCutcheon, Gambit Wolf	French Defense: McCutcheon Variation, Wolf Gambit
e4 e6 d4 d5 Nc3 Bb4 e5 c5 Bd2	C17	Défense française : Variante Winawer, Variante Bogoljubow	French Defense: Winawer Variation, Bogoljubow Variation
e4 e6 d4 d5 Nc3 Bb4 e5 c5 Qg4	C17	Défense française : Variante Winawer, Variante avancée, Variante Moscow	French Defense: Winawer Variation, Advance Variation, Moscow Variation
e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3	C17	Défense française : Variante Winawer, Variante avancée	French Defense: Winawer Variation, Advance Variation
e4 e6 d4 d5 Nc3 Nf6 Bg5 Bb4 e5	C12	Défense française : Variante McCutcheon, Variante avancée	French Defense: McCutcheon Variation, Advance Variation
e4 e6 d4 d5 Nc3 Nf6 Bg5 Bb4 exd5	C12	Défense française : Variante McCutcheon, Variante échange	French Defense: McCutcheon Variation, Exchange Variation
e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 Bxf6	C13	Défense française : Variante classique, Attaque Richter	French Defense: Classical Variation, Richter Attack
e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 Nce2	C11	Défense française : Variante classique, Variante Shirov-Anand	French Defense: Classical Variation, Shirov-Anand Variation
e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 Qg4	C11	Défense française : Variante Steinitz, Attaque Gledhill	French Defense: Steinitz Variation, Gledhill Attack
e4 e6 d4 d5 Nc3 Nf6 exd5 exd5 Bg5	C01	Défense française : Variante échange, Variante Svenonius	French Defense: Exchange Variation, Svenonius Variation
e4 e6 d4 d5 Nd2 Nf6 e5 Nfd7 f4	C05	Défense française : Variante Tarrasch, Variante Pawn centre	French Defense: Tarrasch Variation, Pawn Center Variation
e4 e6 d4 d5 e5 c5 Nf3 cxd4 Bd3	C02	Défense française : Variante avancée, Gambit Ruisdonk	French Defense: Advance Variation, Ruisdonk Gambit
e4 e6 d4 d5 e5 c5 Qg4 cxd4 Nf3	C02	Défense française : Variante avancée, Gambit Nimzowitsch	French Defense: Advance Variation, Nimzowitsch Gambit
e4 e6 d4 d5 e5 c5 c3 Nc6 Be3	C02	Défense française : Variante avancée, Variante Kupreichik	French Defense: Advance Variation, Kupreichik Variation
e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3	C02	Défense française : Variante avancée, Attaque Paulsen	French Defense: Advance Variation, Paulsen Attack
e4 g6 d4 Bg7 Nc3 c5 Nf3 Qa5 Bc4	B06	Défense ptérodactyle : Sicilian, Siroccopteryx	Pterodactyl Defense: Sicilian, Siroccopteryx
e4 g6 d4 Bg7 Nc3 c6 Bc4 d6 Qe2	B06	Défense moderne : Anti-moderne	Modern Defense: Anti-Modern
f4 d5 b3 Nf6 Bb2 d4 Nf3 c5 e3	A03	Ouverture de l'oiseau (Bird) : Gambit Thomas	Bird Opening: Thomas Gambit
f4 e5 fxe5 d6 exd6 Bxd6 Nf3 Nh6 d4	A02	Ouverture de l'oiseau (Bird) : Gambit From's, Variante Lipke	Bird Opening: From's Gambit, Lipke Variation
g3 e5 Nh3 d5 f4 Bxh3 Bxh3 exf4 O-O	A00	Ouverture hongroise : Gambit Paris	Hungarian Opening: Paris Gambit
g3 e5 a3 d5 Nf3 e4 Nh4 Be7 d3	A00	Ouverture hongroise : Gambit Burk	Hungarian Opening: Burk Gambit
Nf3 Nf6 g3 d5 Bg2 c6 O-O Bf5 d3 h6	A07	Attaque indienne du roi, avec Bf5	King's Indian Attack, with Bf5
Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O d3 d5	A05	Attaque indienne du roi : Défense Wahls	King's Indian Attack: Wahls Defense
Nf3 c5 c4 g6 d4 Bg7 e4 Qa5 Nc3 d6	A42	Défense ptérodactyle	Pterodactyl Defense
Nf3 d5 g3 c6 Bg2 Nf6 O-O Bg4 d4 e6	D02	Partie du pion dame : Variante symétrique, Pseudo-Catalan	Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan
Nf3 d5 g3 g6 Bg2 Bg7 O-O e5 d3 Ne7	A07	Attaque indienne du roi : Système Pachman	King's Indian Attack: Pachman System
Nf3 g6 d4 Bg7 e4 d6 c4 c5 dxc5 Qa5	A04	Défense moderne : Variante Semi-Averbakh, Pterodactyl variante accepté	Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Accepted
c4 Nf6 Nc3 c5 g3 d5 cxd5 Nxd5 Bg2 Nc7	A34	Ouverture anglaise : Variante symétrique, Variante Rubinstein	English Opening: Symmetrical Variation, Rubinstein Variation
c4 Nf6 Nc3 d5 cxd5 Nxd5 Nf3 c5 e3 e6	A17	Ouverture anglaise : Défense Anglo-indienne	English Opening: Anglo-Indian Defense
c4 Nf6 Nc3 d5 cxd5 Nxd5 g3 g6 Bg2 Nb6	A16	Ouverture anglaise : Défense Anglo-indienne, Variante Anglo-Grünfeld	English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation
c4 Nf6 Nc3 d5 cxd5 Nxd5 g3 g6 Bg2 Nxc3	A16	Ouverture anglaise : Défense Anglo-indienne, Variante Anglo-Grünfeld	English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation
c4 Nf6 Nf3 c5 Nc3 Nc6 g3 g6 Bg2 Bg7	A38	Ouverture anglaise : Variante symétrique, Full Symmetry ligne	English Opening: Symmetrical Variation, Full Symmetry Line
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 Nf3 e5	A37	Ouverture anglaise : Variante symétrique, Botvinnik système inversée, avec Nf3	English Opening: Symmetrical Variation, Botvinnik System Reversed, with Nf3
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 e3 e5	A36	Ouverture anglaise : Variante symétrique, Botvinnik système inversée, avec e3	English Opening: Symmetrical Variation, Botvinnik System Reversed, with e3
c4 c5 Nf3 Nf6 Nc3 Nc6 g3 d5 d4 cxd4	A34	Ouverture anglaise : Variante symétrique	English Opening: Symmetrical Variation
c4 c5 Nf3 Nf6 Nc3 Nc6 g3 d5 d4 e6	D41	Gambit dame refusé : Défense Semi-Tarrasch	Queen's Gambit Declined: Semi-Tarrasch Defense
c4 c6 Nf3 d5 e3 Nf6 Nc3 Nbd7 b3 e5	A11	Ouverture Réti : Variante Anglo-Slav, Système Gurevich	Réti Opening: Anglo-Slav Variation, Gurevich System
c4 c6 Nf3 d5 e3 Nf6 Nc3 e6 b3 Bd6	A11	Ouverture Réti : Variante Anglo-Slav, Système Gurevich	Réti Opening: Anglo-Slav Variation, Gurevich System
c4 e5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6	A26	Ouverture anglaise : Variante King's anglaise, Système Closed, Full Symmetry	English Opening: King's English Variation, Closed System, Full Symmetry
c4 e5 Nc3 Nc6 g3 g6 Rb1 Nh6 Bg2 Bg7	A25	Ouverture anglaise : Closed, Variante Taimanov	English Opening: Closed, Taimanov Variation
c4 e5 Nc3 Nf6 Nf3 Nc6 e3 Bb4 Qc2 Bxc3	A28	Ouverture anglaise : Variante King's anglaise, Variante quatre cavaliers, calme ligne	English Opening: King's English Variation, Four Knights Variation, Quiet Line
c4 e5 g3 Nf6 Bg2 d5 cxd5 Nxd5 Nf3 Nc6	A29	Ouverture anglaise : Variante King's anglaise, Variante quatre cavaliers, fianchetto ligne	English Opening: King's English Variation, Four Knights Variation, Fianchetto Line
c4 e6 Nf3 Nf6 Nc3 c5 d4 cxd4 Nxd4 Nc6	A33	Ouverture anglaise : Variante symétrique, Variante Anti-Benoni, Défense Spielmann	English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense
c4 e6 Nf3 d5 b3 Nf6 Bb2 Be7 e3 O-O	A13	Ouverture anglaise : Défense Agincourt	English Opening: Agincourt Defense
c4 e6 Nf3 d5 g3 Nf6 Bg2 Be7 b3 b6	A14	Ouverture anglaise : Défense Agincourt, Neo-Catalan refusé, précoce b3	English Opening: Agincourt Defense, Neo-Catalan Declined, Early b3
c4 e6 Nf3 d5 g3 Nf6 Bg2 Be7 b3 c5	A14	Ouverture anglaise : Défense Agincourt, Neo-Catalan refusé, précoce b3	English Opening: Agincourt Defense, Neo-Catalan Declined, Early b3
c4 e6 d4 b6 Nc3 Bb7 e4 f5 exf5 Nf6	A40	Défense anglaise : Hartlaub gambit accepté	English Defense: Hartlaub Gambit Accepted
d4 Nf6 Nf3 e6 Bg5 d5 e3 c5 c3 Qb6	A46	Partie du pion dame : Attaque Torre, Variante Breyer	Queen's Pawn Game: Torre Attack, Breyer Variation
d4 Nf6 Nf3 g6 Bf4 Bg7 e3 d6 Be2 O-O	A48	Système Londres, avec Be2	London System, with Be2
d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 d5 e3 O-O	A48	Partie du pion dame : Attaque Torre, Variante Grünfeld, ligne principale	Queen's Pawn Game: Torre Attack, Grünfeld Variation, Main Line
d4 Nf6 c4 c5 d5 e5 Nc3 d6 e4 g6	A56	Défense Benoni : Système King's indienne	Benoni Defense: King's Indian System
d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 Bd6	A60	Défense Benoni : Variante moderne, Variante Snake	Benoni Defense: Modern Variation, Snake Variation
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 d5 Ne4	E21	Défense nimzo-indienne : Variante trois cavaliers, Variante Euwe	Nimzo-Indian Defense: Three Knights Variation, Euwe Variation
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Nc6	E23	Défense nimzo-indienne : Variante Spielmann, Gambit Romanovsky	Nimzo-Indian Defense: Spielmann Variation, Romanovsky Gambit
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 Nc6 Nf3 d6	E33	Défense nimzo-indienne : Variante classique, Variante Milner-Barry	Nimzo-Indian Defense: Classical Variation, Milner-Barry Variation
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 dxc5 Bxc3	E38	Défense nimzo-indienne : Variante classique, Variante Berlin, Variante Steiner	Nimzo-Indian Defense: Classical Variation, Berlin Variation, Steiner Variation
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 dxc5 O-O	E39	Défense nimzo-indienne : Variante classique, Variante Berlin, Variante Pirc	Nimzo-Indian Defense: Classical Variation, Berlin Variation, Pirc Variation
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 cxd5 exd5	E35	Défense nimzo-indienne : Variante classique, Variante Noa	Nimzo-Indian Defense: Classical Variation, Noa Variation
d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3 bxc3 O-O	E27	Défense nimzo-indienne : Variante Sämisch	Nimzo-Indian Defense: Sämisch Variation
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5	E48	Défense nimzo-indienne : Variante Normal, Défense classique	Nimzo-Indian Defense: Normal Variation, Classical Defense
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5	E51	Défense nimzo-indienne : Variante Normal, Variante Ragozin	Nimzo-Indian Defense: Normal Variation, Ragozin Variation
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Ne2 Ba6	E45	Défense nimzo-indienne : Variante St. Petersburg, Variante Fischer	Nimzo-Indian Defense: St. Petersburg Variation, Fischer Variation
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Ne2 Ne4	E44	Défense nimzo-indienne : Variante St. Petersburg, Variante American	Nimzo-Indian Defense: St. Petersburg Variation, American Variation
d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 e3 Ne4	D53	Gambit dame refusé : Défense Lasker	Queen's Gambit Declined: Lasker Defense
d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 c6	D35	Gambit dame refusé : Variante échange, Variante Positional	Queen's Gambit Declined: Exchange Variation, Positional Variation
d4 Nf6 c4 e6 Nf3 Bb4 Nbd2 b6 e3 Bb7	E14	Défense indienne de la dame, avec e3, Bb4+ ligne	Queen's Indian Defense, with e3, Bb4+ Line
d4 Nf6 c4 e6 Nf3 Bb4 Nc3 c5 d5 b5	E21	Défense nimzo-indienne : Variante trois cavaliers, Gambit Shocron	Nimzo-Indian Defense: Three Knights Variation, Shocron Gambit
d4 Nf6 c4 e6 Nf3 b6 a3 Ba6 Qc2 Bb7	E12	Défense indienne de la dame : Variante Petrosian, Défense Farago	Queen's Indian Defense: Petrosian Variation, Farago Defense
d4 Nf6 c4 e6 Nf3 b6 a3 Bb7 Nc3 Be7	E12	Défense indienne de la dame : Variante Kasparov-Petrosian, Défense Marco	Queen's Indian Defense: Kasparov-Petrosian Variation, Marco Defense
d4 Nf6 c4 e6 Nf3 b6 a3 Bb7 Nc3 Ne4	E12	Défense indienne de la dame : Variante Kasparov-Petrosian, Variante Andersson	Queen's Indian Defense: Kasparov-Petrosian Variation, Andersson Variation
d4 Nf6 c4 e6 Nf3 b6 a3 Bb7 Nc3 d5	E12	Défense indienne de la dame : Variante Kasparov-Petrosian, ligne principale	Queen's Indian Defense: Kasparov-Petrosian Variation, Main Line
d4 Nf6 c4 e6 Nf3 b6 a3 Bb7 Nc3 g6	E12	Défense indienne de la dame : Variante Kasparov-Petrosian, Variante Hedgehog	Queen's Indian Defense: Kasparov-Petrosian Variation, Hedgehog Variation
d4 Nf6 c4 e6 Nf3 b6 e3 Bb7 Bd3 c5	E14	Défense indienne de la dame : Spassky System3	Queen's Indian Defense: Spassky System3
d4 Nf6 c4 e6 Nf3 b6 e3 Bb7 Bd3 d5	E14	Défense indienne de la dame : Système Spassky	Queen's Indian Defense: Spassky System
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 b3 Bb4	E15	Défense indienne de la dame : Variante fianchetto, Variante Check	Queen's Indian Defense: Fianchetto Variation, Check Variation
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Bb4	E16	Défense indienne de la dame : Variante Capablanca	Queen's Indian Defense: Capablanca Variation
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7	E17	Défense indienne de la dame : Variante Traditional	Queen's Indian Defense: Traditional Variation
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 c5	E15	Défense indienne de la dame : Variante fianchetto, Variante Sämisch	Queen's Indian Defense: Fianchetto Variation, Sämisch Variation
d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 Bg5 dxc4	D39	Gambit dame refusé : Défense Ragozin, Variante Vienna	Queen's Gambit Declined: Ragozin Defense, Vienna Variation
d4 Nf6 c4 e6 Nf3 d5 e3 b6 Nc3 Bb7	E14	Défense indienne de la dame, avec e3	Queen's Indian Defense, with e3
d4 Nf6 c4 e6 Nf3 d5 g3 c6 Bg2 dxc4	E04	Ouverture catalane : Défense Open	Catalan Opening: Open Defense
d4 Nf6 c4 e6 g3 d5 Bg2 c5 Nf3 Nc6	E01	Ouverture catalane : Défense Tarrasch	Catalan Opening: Tarrasch Defense
d4 Nf6 c4 e6 g3 d5 Bg2 dxc4 Nf3 Be7	E05	Ouverture catalane : Défense Open, classique ligne	Catalan Opening: Open Defense, Classical Line
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O	E81	Défense indienne du roi : Variante Sämisch, Défense Normal	King's Indian Defense: Sämisch Variation, Normal Defense
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 Na6	E76	Défense indienne du roi : Attaque Four Pawns, Défense moderne	King's Indian Defense: Four Pawns Attack, Modern Defense
d4 Nf6 c4 g6 Nc3 d5 Bf4 Bg7 e3 O-O	D83	Défense Grünfeld : Attaque Brinckmann, Gambit Grünfeld	Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit
d4 Nf6 c4 g6 Nf3 Bg7 g3 c5 Bg2 Qa5	E64	Défense indienne du roi : Variante fianchetto, Variante Pterodactyl	King's Indian Defense: Fianchetto Variation, Pterodactyl Variation
d4 Nf6 c4 g6 g3 Bg7 Bg2 d5 cxd5 Nxd5	D71	Défense néo-Grünfeld : Variante échange	Neo-Grünfeld Defense: Exchange Variation
d4 d5 Nf3 Nf6 Bg5 e6 e3 c5 c3 Nbd7	D03	Partie du pion dame : Attaque Torre	Queen's Pawn Game: Torre Attack
d4 d5 Nf3 Nf6 Bg5 e6 e3 c5 c3 Nc6	D03	Partie du pion dame : Attaque Torre	Queen's Pawn Game: Torre Attack
d4 d5 Nf3 Nf6 e3 e6 b3 c5 Bb2 Nc6	D05	Partie du pion dame : Système Colle	Queen's Pawn Game: Colle System
d4 d5 c4 Bf5 cxd5 Bxb1 Qa4 c6 dxc6 Nxc6	D06	Gambit dame refusé : Défense Baltic, Gambit Argentinian	Queen's Gambit Declined: Baltic Defense, Argentinian Gambit
d4 d5 c4 c5 cxd5 Nf6 e4 Nxe4 dxc5 Qa5	D06	Gambit dame refusé : Défense autrichienne, Variante Haberditz	Queen's Gambit Declined: Austrian Defense, Haberditz Variation
d4 d5 c4 c6 Nc3 Nf6 e3 e6 Nf3 Nbd7	D45	Défense semi-slave : Variante Normal	Semi-Slav Defense: Normal Variation
d4 d5 c4 c6 Nc3 Nf6 e3 e6 Nf3 a6	D45	Défense semi-slave : Variante Accelerated Meran	Semi-Slav Defense: Accelerated Meran Variation
d4 d5 c4 c6 Nf3 Nf6 Nc3 a6 e3 Bf5	D15	Défense slave : Variante Chebanenko	Slav Defense: Chebanenko Variation
d4 d5 c4 c6 Nf3 Nf6 Nc3 dxc4 a4 Bf5	D17	Défense slave : Variante tchèque	Slav Defense: Czech Variation
d4 d5 c4 c6 Nf3 Nf6 Nc3 dxc4 a4 Bg4	D16	Défense slave : Variante Steiner	Slav Defense: Steiner Variation
d4 d5 c4 c6 Nf3 Nf6 Nc3 dxc4 a4 Na6	D16	Défense slave : Variante Smyslov	Slav Defense: Smyslov Variation
d4 d5 c4 c6 Nf3 Nf6 Nc3 dxc4 a4 e6	D16	Défense slave : Variante Soultanbeieff	Slav Defense: Soultanbeieff Variation
d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 Bg5 dxc4	D44	Défense semi-slave acceptée	Semi-Slav Defense Accepted
d4 d5 c4 c6 Nf3 Nf6 e3 Bf5 Nc3 e6	D12	Défense slave : Variante calme, Défense Schallopp	Slav Defense: Quiet Variation, Schallopp Defense
d4 d5 c4 c6 Nf3 Nf6 e3 e6 Nbd2 Nbd7	D30	Défense semi-slave : Variante calme	Semi-Slav Defense: Quiet Variation
d4 d5 c4 c6 Nf3 Nf6 g3 dxc4 Bg2 g6	D11	Défense slave : moderne ligne	Slav Defense: Modern Line
d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5	D26	Gambit dame accepté : Défense classique	Queen's Gambit Accepted: Classical Defense
d4 d5 c4 dxc4 e4 c5 d5 Nf6 Nc3 b5	D20	Gambit dame accepté : Variante Linares	Queen's Gambit Accepted: Linares Variation
d4 d5 c4 e5 dxe5 d4 Nf3 Nc6 Nbd2 Qe7	D08	Gambit dame refusé : Contre-gambit Albin, Variante Balogh	Queen's Gambit Declined: Albin Countergambit, Balogh Variation
d4 d5 c4 e5 dxe5 d4 Nf3 Nc6 Nbd2 f6	D08	Gambit dame refusé : Contre-gambit Albin, Variante Janowski	Queen's Gambit Declined: Albin Countergambit, Janowski Variation
d4 d5 c4 e5 dxe5 d4 Nf3 Nc6 g3 Be6	D09	Gambit dame refusé : Contre-gambit Albin, Variante fianchetto, Be6 ligne	Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation, Be6 Line
d4 d5 c4 e5 dxe5 d4 Nf3 Nc6 g3 Bf5	D09	Gambit dame refusé : Contre-gambit Albin, Variante fianchetto, Bf5 ligne	Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation, Bf5 Line
d4 d5 c4 e5 dxe5 d4 Nf3 Nc6 g3 Bg4	D09	Gambit dame refusé : Contre-gambit Albin, Variante fianchetto, Bg4 ligne	Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation, Bg4 Line
d4 d5 c4 e5 dxe5 d4 e3 Bb4 Bd2 dxe3	D08	Gambit dame refusé : Contre-gambit Albin, Lasker Trap	Queen's Gambit Declined: Albin Countergambit, Lasker Trap
d4 d5 c4 e6 Nc3 Nf6 Bg5 Nbd7 e3 Bb4	D51	Gambit dame refusé : Variante Manhattan	Queen's Gambit Declined: Manhattan Variation
d4 d5 c4 e6 Nc3 Nf6 Bg5 Nbd7 e3 c6	D51	Gambit dame refusé : Variante moderne, Défense cavalier	Queen's Gambit Declined: Modern Variation, Knight Defense
d4 d5 c4 e6 Nc3 Nf6 Bg5 c5 cxd5 Qb6	D50	Gambit dame refusé : Variante Pseudo-Tarrasch, Variante Canal	Queen's Gambit Declined: Pseudo-Tarrasch Variation, Canal Variation
d4 d5 c4 e6 Nc3 Nf6 Nf3 Be7 e3 O-O	D37	Gambit dame refusé : Variante trois cavaliers	Queen's Gambit Declined: Three Knights Variation
d4 d5 c4 e6 Nc3 c5 e3 Nf6 Nf3 Nc6	D32	Défense Tarrasch : Variante symétrique	Tarrasch Defense: Symmetrical Variation
d4 d5 c4 e6 Nc3 c6 Nf3 dxc4 Bg5 f6	D31	Défense semi-slave : Variante Noteboom, Variante Anti-Noteboom, Belyavsky ligne	Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Variation, Belyavsky Line
d4 d5 c4 e6 Nf3 Nf6 Nc3 dxc4 Bg5 Be7	D53	Gambit dame refusé	Queen's Gambit Declined
d4 d5 c4 e6 Nf3 Nf6 e3 c6 Nbd2 g6	D30	Gambit dame refusé : Variante Spielmann	Queen's Gambit Declined: Spielmann Variation
d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 Bf5	D00	Gambit Blackmar-Diemer accepté : Défense Gunderam	Blackmar-Diemer Gambit Accepted: Gunderam Defense
d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 Bg4	D00	Gambit Blackmar-Diemer accepté : Défense Teichmann	Blackmar-Diemer Gambit Accepted: Teichmann Defense
d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 Nbd7	D00	Gambit Blackmar-Diemer accepté : Défense Schlutter	Blackmar-Diemer Gambit Accepted: Schlutter Defense
d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 Nc6	D00	Gambit Blackmar-Diemer accepté : Défense Pietrowsky	Blackmar-Diemer Gambit Accepted: Pietrowsky Defense
d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 Qd6	D00	Gambit Blackmar-Diemer accepté : Défense Holwell	Blackmar-Diemer Gambit Accepted: Holwell Defense
d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 b6	D00	Gambit Blackmar-Diemer accepté : Défense Ritter	Blackmar-Diemer Gambit Accepted: Ritter Defense
d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 c5	D00	Gambit Blackmar-Diemer accepté : Défense Kaulich	Blackmar-Diemer Gambit Accepted: Kaulich Defense
d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 c6	D00	Gambit Blackmar-Diemer accepté : Défense Ziegler	Blackmar-Diemer Gambit Accepted: Ziegler Defense
d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 e6	D00	Gambit Blackmar-Diemer accepté : Défense Euwe	Blackmar-Diemer Gambit Accepted: Euwe Defense
